 Program: FIND Thu Jul 21 12:40:42 2022

 Threshold above background:   50.0
 Approximate FWHM:      3.50000
 Sharpness Limits: Low  0.20  High  1.00
 Roundness Limits: Low -1.00  High  1.00

 No of sources above threshold  5748
 No. of sources rejected by SHARPNESS criteria     439
 No. of sources rejected by ROUNDNESS criteria     760
 No. of sources rejected by CENTROID  criteria       7

             STAR       X       Y     FLUX     SHARP    ROUND
              552  987.67  134.10     58.0     0.41    -0.47
              553  575.21  134.46     99.4     0.42     0.05
              554  711.45  134.34     51.2     0.30     0.25
              555  904.86  134.95    388.6     0.42    -0.16
              556  949.08  134.75    325.6     0.43     0.06
              557   89.29  136.18     70.6     0.50     0.26
              558   99.71  136.10     53.7     0.44     0.45
              559  120.77  136.08     50.8     0.32    -0.63
              560  214.78  135.91    718.5     0.44    -0.03
              561  608.81  135.73    546.9     0.43     0.14
              562  781.73  135.85     53.7     0.51     0.38
              563  796.29  135.81   5384.7     0.44    -0.04
              564  871.70  135.79    514.5     0.42    -0.07
              565   37.93  136.68    119.9     0.39    -0.04
              566  174.41  136.75     66.6     0.52    -0.70
              567  464.59  137.10    252.3     0.44    -0.21
              568 1013.79  137.10    159.1     0.37    -0.19
              569  144.61  138.23    222.9     0.37     0.01
              570  198.70  138.43     80.6     0.39     0.88
              571  621.04  138.17   1931.5     0.40     0.14
              572  638.75  138.01    189.6     0.39    -0.23
              573  130.33  139.52     87.1     0.38     0.56
              574  525.08  138.88     54.6     0.32     0.43
              575  899.73  139.07   1326.0     0.40    -0.09
              576  117.30  139.69     97.8     0.45    -0.06
              577  217.70  139.38     93.0     0.49     0.19
              578  483.66  139.88     71.2     0.45    -0.22
              579  693.18  139.45     70.0     0.43     0.06
              580  365.65  140.56    147.9     0.52    -0.04
              581  461.71  140.55     50.2     0.37    -0.35
              582  580.82  141.11     81.7     0.35     0.31
              583  767.58  140.72    113.9     0.46    -0.14
              584  182.51  141.72    411.3     0.49    -0.05
              585  200.98  141.50    132.8     0.39    -0.07
              586  236.64  141.76     53.9     0.45    -0.10
              587  437.18  142.39     50.4     0.37    -0.17
              588  768.38  141.46     83.0     0.43    -0.09
              589  969.02  142.15     72.7     0.56    -0.29
              590  999.42  141.82    135.4     0.47    -0.43
              591  174.09  143.15     59.2     0.40     0.13
              592  376.74  142.72    101.2     0.48    -0.13
              593  569.22  143.09     59.9     0.51    -0.23
              594   57.22  143.98     64.7     0.46    -0.58
              595  140.33  143.73     57.3     0.31    -0.20
              596  359.12  143.39    135.9     0.41    -0.16
              597  803.63  143.74    129.9     0.43    -0.08
              598  904.97  143.51     59.4     0.35     0.50
              599  412.46  145.28     50.8     0.27     0.07
              600  748.73  144.59    241.5     0.43     0.07
              601  207.55  145.73     97.0     0.44     0.08
              602  449.97  144.60     75.0     0.43     0.93
              603  888.10  145.94     68.3     0.39     0.16
              604  951.01  146.15    118.4     0.38    -0.05
              605  639.29  146.75    119.8     0.46     0.02
              606  764.89  147.19     76.6     0.36     0.17
              607  775.36  146.66    190.8     0.46    -0.04
              608  799.13  146.79     84.7     0.40     0.26
              609  873.89  147.07   1072.1     0.42    -0.03
              610  878.35  147.03    214.3     0.46    -0.39
              611  974.68  146.80    129.0     0.46    -0.48
              612  979.79  146.58    171.3     0.48     0.13
              613  383.93  148.41     73.6     0.39     0.97
              614    5.60  149.53     91.8     0.38     0.08
              615  230.81  148.62     54.5     0.85    -0.06
              616  373.86  149.03    219.1     0.43     0.27
              617  427.52  148.61   6903.9     0.50    -0.04
              618  480.63  148.36     80.9     0.45     0.25
              619  520.12  148.91     64.3     0.28    -0.30
              620  524.93  149.06    106.9     0.39     0.22
              621  660.86  149.10   1310.8     0.39     0.10
              622  742.65  150.66     75.3     0.21     0.14
              623  952.72  149.90     83.4     0.44     0.82
              624   64.36  151.37    448.2     0.41     0.04
              625  448.52  151.14    293.9     0.45    -0.10
              626   38.11  152.00     53.9     0.50    -0.16
              627  356.67  150.46     56.3     0.65     0.97
              628  433.80  151.57     59.9     0.43     0.37
              629  923.83  152.24    139.7     0.31    -0.05
              630  955.77  152.07     61.9     0.44    -0.87
              631  292.83  152.96     54.2     0.23    -0.24
              632  347.24  152.86    134.2     0.34    -0.22
              633  457.78  152.57     78.2     0.40    -0.03
              634  544.30  152.97     94.9     0.30     0.09
              635  583.17  153.15     90.2     0.41     0.54
              636  681.93  152.93     55.2     0.29     0.99
              637  737.26  153.31     98.6     0.38     0.17
              638  746.00  153.21    367.3     0.41     0.13
              639   54.16  153.61     76.7     0.47    -0.59
              640  194.48  153.89    315.2     0.44    -0.14
              641  289.89  154.22     54.1     0.46    -0.12
              642  424.22  153.54     67.9     0.21     0.33
              643  714.13  153.72    249.7     0.42     0.12
              644  839.46  154.01     59.6     0.46    -0.74
              645  910.76  154.07   1862.8     0.40    -0.06
              646  963.59  154.03    184.3     0.40    -0.28
              647  122.56  154.95     82.6     0.37    -0.02
              648  178.92  154.65    120.5     0.40    -0.16
              649  279.09  155.02    173.0     0.49    -0.43
              650  832.07  154.66    123.9     0.48     0.16
              651  273.08  156.25    132.2     0.43    -0.37
              652  369.28  156.08     65.2     0.41    -0.62
              653  371.74  156.10     61.7     0.52    -0.53
              654  461.31  155.75     55.7     0.49    -0.75
              655  489.51  155.43    211.5     0.49    -0.01
              656  518.98  155.80     55.4     0.38     0.67
              657  560.71  155.73     57.1     0.37     0.14
              658  140.75  156.58    174.2     0.45    -0.04
              659  255.59  156.84    242.3     0.47     0.05
              660  548.27  157.37    105.7     0.48    -0.10
              661  942.63  156.72     53.6     0.38     0.57
              662   21.28  157.84     65.5     0.57    -0.80
              663  261.30  157.51     79.2     0.47    -0.46
              664  579.27  157.46     80.6     0.28    -0.03
              665  651.99  157.67   6981.8     0.47     0.13
              666  737.28  157.57     79.8     0.41     0.10
              667  812.06  157.78    383.6     0.45    -0.04
              668  271.14  159.03    250.2     0.36     0.03
              669  303.20  158.90     64.3     0.53    -0.59
              670  636.15  158.57     58.0     0.49     0.03
              671    2.32  159.94    254.7     0.52     0.44
              672  234.41  159.93    227.2     0.49    -0.13
              673  475.84  159.56    102.1     0.38     0.17
              674  536.03  159.88     76.4     0.45     0.46
              675  987.88  159.93     51.9     0.50    -0.08
              676  125.86  160.93     60.5     0.52     0.39
              677  379.91  161.04     52.5     0.26    -0.19
              678  413.76  161.09    243.4     0.48    -0.20
              679  427.39  161.11     60.0     0.47    -0.60
              680  452.13  161.32     50.5     0.48     0.53
              681  568.85  160.78     52.6     0.75    -0.61
              682  897.39  161.17    251.0     0.40     0.02
              683  204.85  161.98    142.7     0.38    -0.09
              684  251.22  161.93     75.5     0.53    -0.23
              685  361.65  161.98     53.7     0.43     0.70
              686  280.68  162.84    230.7     0.39     0.00
              687  547.84  162.29     77.3     0.37    -0.01
              688  678.59  163.38    128.8     0.36    -0.16
              689  951.35  162.62     58.3     0.38    -0.66
              690   44.89  163.35    113.9     0.41    -0.08
              691  169.04  164.43     68.2     0.52     0.24
              692  536.08  163.98     73.1     0.29     0.45
              693  586.89  163.12     76.8     0.55    -0.16
              694   33.58  165.02    190.8     0.39    -0.34
              695  145.40  165.29    505.2     0.40    -0.05
              696  199.30  164.12    213.5     0.51     0.25
              697  802.40  165.03    150.0     0.39    -0.15
              698  885.21  165.01    145.3     0.43    -0.09
              699   28.45  166.34     74.2     0.23    -0.82
              700  154.44  165.40     64.2     0.30    -0.46
              701  210.00  165.99     73.0     0.43    -0.07
              702  652.78  165.76     64.8     0.39    -0.02
              703  663.94  165.89     67.8     0.43    -0.46
              704  668.18  165.60     54.6     0.43    -0.46
              705  875.14  165.91     62.2     0.54    -0.22
              706   59.48  167.18     79.2     0.34     0.02
              707  173.11  167.00    140.7     0.43    -0.63
              708  178.62  166.57    206.2     0.48    -0.10
              709  744.83  167.02    332.3     0.36     0.09
              710  268.78  168.05     94.8     0.28    -0.29
              711  341.93  168.47     51.0     0.57     0.41
              712  436.18  168.50     56.9     0.40    -0.09
              713  780.91  167.74     68.0     0.49    -0.22
              714  202.99  168.09     58.6     0.72    -0.56
              715  355.34  168.48     53.4     0.51    -0.08
              716  497.14  168.95    106.9     0.42     0.26
              717  812.10  169.11  15167.7     0.42     0.06
              718  102.42  170.21     58.7     0.61    -0.02
              719  291.85  170.28    111.6     0.37    -0.07
              720  622.24  169.57    296.2     0.42     0.14
              721  835.17  170.19    839.6     0.41    -0.05
              722  903.82  170.61     54.5     0.67    -0.70
              723  459.66  170.75    928.4     0.48    -0.01
              724  466.89  171.51     77.9     0.36     0.54
              725  641.13  171.10     59.0     0.42     0.39
              726  870.16  170.62    102.8     0.46     0.37
              727  931.23  171.43    100.8     0.35     0.27
              728  215.40  171.78     64.0     0.40    -0.69
              729  265.75  171.11     96.9     0.46     0.72
              730  331.64  171.93    120.1     0.36    -0.23
              731  593.07  171.54     69.3     0.36     0.14
              732  679.16  172.12   8381.6     0.41     0.06
